DEPARTMENT,UACS_DPT_DSC,AGENCY,UACS_AGY_DSC,PREXC_PROG,PREXC_SUBPROG,PAP,Budget Document,PS,MOOE,CO,TOTAL,source_sheet
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100003,Accreditation of ECCD Service Providers,Adjusted Appropriations 2021,,,,,2021 DepEd - Adjusted Appro
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100004,Establishment of National Child Development Centers,Adjusted Appropriations 2021,,,,,2021 DepEd - Adjusted Appro
07,Department of Education (DepEd),007,National Academy of Sports,1000,100000100001,General Management and Supervision,Adjusted Appropriations 2021,,,,,2021 DepEd - Adjusted Appro
07,Department of Education (DepEd),007,National Academy of Sports,1000,100000100002,Administration of Personnel Benefits,Adjusted Appropriations 2021,,,,,2021 DepEd - Adjusted Appro
07,Department of Education (DepEd),007,National Academy of Sports,3101,310100100001,"Promotion, Development, and Implementation of Quality and Enhanced Sports-Integrated Secondary Education Program",Adjusted Appropriations 2021,,,,,2021 DepEd - Adjusted Appro
07,Department of Education (DepEd),008,Teacher Education Council,1000,100000100001,General Management and Supervision,Adjusted Appropriations 2021,,,,,2021 DepEd - Adjusted Appro
07,Department of Education (DepEd),008,Teacher Education Council,3101,310100100001,Quality Teacher Education Services,Adjusted Appropriations 2021,,,,,2021 DepEd - Adjusted Appro
07,Department of Education (DepEd),001,Office of the Secretary,1000,100000100001,General Administration and Support,Adjusted Total Allotments 2021,10301502717.46,7956447815.04,448475597.73,18706426130.23,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,1000,100000100002,Administration of Personnel Benefits,Adjusted Total Allotments 2021,1006771155.23,0.0,0.0,1006771155.23,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100001,Physical Fitness and School Sports,Adjusted Total Allotments 2021,8371676.64,295032475.08,0.0,303404151.72,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100002,Development and Management of Bilateral and Multilateral Education Projects,Adjusted Total Allotments 2021,19822625.21,15721726.86,0.0,35544352.07,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100003,Management and Administration of Learning Resources,Adjusted Total Allotments 2021,42936698.28,10025179.72,0.0,52961878.0,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100004,Planning and Management Information Systems,Adjusted Total Allotments 2021,117841629.71,45233609.46,0.0,163075239.17,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100005,Education Information and Communication Services,Adjusted Total Allotments 2021,16479004.05,6438324.0,0.0,22917328.05,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100006,Learner Support Programs,Adjusted Total Allotments 2021,2189021311.47,170240710.02,0.0,2359262021.49,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100007,Building Partnerships and Linkages Program,Adjusted Total Allotments 2021,7800687.12,165429152.0,0.0,173229839.12,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100008,Legal Services and Development of Education-Related Laws and Rules,Adjusted Total Allotments 2021,17559612.69,42519087.33,0.0,60078700.02,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100009,Child Protection Program,Adjusted Total Allotments 2021,0.0,7045287.57,0.0,7045287.57,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100010,Disaster Preparedness and Response Program,Adjusted Total Allotments 2021,7149828.65,207141567.19,0.0,214291395.84,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100011,Organizational and Professional Development for Non-Teaching Personnel,Adjusted Total Allotments 2021,135428720.37,110226134.46,0.0,245654854.83,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100012,Operational Expenses of the DepEd Task Force on the 2022 National and Local Elections,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100013,Operational Expenses of the DepEd - Election Task Force,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100001,National Assessment Systems for Basic Education,Adjusted Total Allotments 2021,23782392.18,301040446.99,0.0,324822839.17,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100002,Policy and Research Program,Adjusted Total Allotments 2021,1913511384.02,46302376.4,0.0,1959813760.42,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100003,Basic Education Curriculum,Adjusted Total Allotments 2021,110742051.03,84413683.35,0.0,195155734.38,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100004,"Curriculum Programs, Learning Management Models, Standards and Strategy Development",Adjusted Total Allotments 2021,6346304230.04,1500000.0,0.0,6347804230.04,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100005,Development and Promotion of Campus Journalism,Adjusted Total Allotments 2021,0.0,1984000.32,0.0,1984000.32,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100006,National Literacy Policies and Programs,Adjusted Total Allotments 2021,3457027.05,11616179.12,0.0,15073206.17,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3101,310100100007,Early Language Literacy and Numeracy,Adjusted Total Allotments 2021,0.0,46790738.85,0.0,46790738.8,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100001,Improvement and Acquisition of School Sites,Adjusted Total Allotments 2021,0.0,94674954.63,130000000.0,224574954.63,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100002,New School Personnel Positions,Adjusted Total Allotments 2021,15203912441.58,0.0,0.0,15203912441.58,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100003,Learning Tools and Equipment,Adjusted Total Allotments 2021,0.0,2283383000.0,435926000.0,2719309000.0,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100004,Textbooks and Other Instructional Materials,Adjusted Total Allotments 2021,0.0,1519061108.19,0.0,1519061108.19,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100005,Computerization Program,Adjusted Total Allotments 2021,20063217.42,315066647.65,7059783921.24,7394913786.31,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100006,Basic Education Facilities,Adjusted Total Allotments 2021,0.0,1833515000.0,7633813514.83,9467328514.83,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100007,Conservation and Restoration of Gabaldon and Other Heritage School Buildings,Adjusted Total Allotments 2021,0.0,0.0,1061204431.51,1061204431.51,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100010,Quick Response Fund,Adjusted Total Allotments 2021,0.0,20000000.0,2143261223.38,2163261223.38,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100011,Last Mile Schools Program,Adjusted Total Allotments 2021,0.0,0.0,2999168902.6,2999168902.6,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200100012,Public Schools Infrastructure Program (PSIP),Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200200001,Connectivity Enhancement Program for e-Learning in Public Schools,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3102,310200300001,Infrastructure for Safer and Resilient Schools (ISRS) Project WB Loan No. 9704-PH,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100001,Multigrade Education,Adjusted Total Allotments 2021,0.0,22838294.48,0.0,22838294.48,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100002,Indigenous Peoples Education (IPEd) Program,Adjusted Total Allotments 2021,0.0,180371847.0,0.0,180371847.0,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100003,Flexible Learning Options (ADM/ALS/EiE),Adjusted Total Allotments 2021,0.0,16452374639.46,3000000.0,16455374639.46,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100004,Madrasah Education Program,Adjusted Total Allotments 2021,0.0,398795915.14,0.0,398795915.14,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3103,310300100005,Special Needs Education Program,Adjusted Total Allotments 2021,0.0,297203000.0,32000000.0,329203000.0,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100001,School-Based Feeding Program (SBFP),Adjusted Total Allotments 2021,0.0,7686892119.61,0.0,7686892119.61,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100002,Operation of Schools - Elementary (Kinder to Grade 6),Adjusted Total Allotments 2021,259483756555.86,15193780990.53,2880000.0,274680417546.39,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100003,Operation of Schools - Junior High School (Grade 7 to Grade 10),Adjusted Total Allotments 2021,139233953081.91,10946679160.92,6060000.0,150186692242.83,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100004,Operation of Schools - Senior High School (Grade 11 to Grade 12),Adjusted Total Allotments 2021,36993215072.75,3687961529.29,585000.0,40681761602.04,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100005,Government Assistance and Subsidies - Educational Service Contracting (ESC) Program for Private Junior High School (per RA No. 8545),Adjusted Total Allotments 2021,0.0,10673583000.0,0.0,10673583000.0,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100006,Government Assistance and Subsidies - Voucher Program for Private Senior High School (per RA No. 10533),Adjusted Total Allotments 2021,0.0,17392050000.0,0.0,17392050000.0,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100007,Government Assistance and Subsidies - Voucher Program for Non-DepEd Public High School (per RA No. 10533),Adjusted Total Allotments 2021,0.0,742454000.0,0.0,742454000.0,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100008,Joint Delivery Voucher for Senior High School Technical Vocational and Livelihood Specializations,Adjusted Total Allotments 2021,0.0,1161447496.82,0.0,1161447496.82,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100009,Operational Requirements of Sports Academy and Training Centers,Adjusted Total Allotments 2021,0.0,56212075.0,0.0,56212075.0,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100010,"Implementation of the Grant of Cash Allowance, Hardship Pay, and Reclassification of Positions",Adjusted Total Allotments 2021,3009359017.39,4574469223.77,0.0,7583828241.16,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100011,School Dental Health Care Program,Adjusted Total Allotments 2021,0.0,186417144.56,0.0,186417144.56,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100013,World Teachers' Day Incentive Benefits,Adjusted Total Allotments 2021,907312838.37,0.0,0.0,907312838.37,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100014,Establishment and Operational Requirement of the National Academy of Sports,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100015,Government Assistance and Subsidies - Educational Service Contracting (ESC) Program for Private Junior High School (per R.A. No. 8545),Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100016,Government Assistance and Subsidies - Senior High School Voucher Program,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100017,Subsidies - Senior High School Voucher Program,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100018,"Government Assistance and Subsidies - Training and Upgrading Knowledge for Learners, Teachers, and Achievers in Schools (GAS-TUKLAS)",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3104,310400100019,School Innovation and Improvement Fund (SIIF) to all DepEd Public Schools,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500100001,Human Resource Development for Personnel in Schools and Learning Centers,Adjusted Total Allotments 2021,28896384.07,3090194609.2,36125000.0,3155215993.36,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500100002,Teacher Quality and Development Program,Adjusted Total Allotments 2021,3667714.58,16311998.33,0.0,19979712.91,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,3105,310500300001,Teacher Effectiveness and Competencies Enhancement Project (TEACEP) WB Loan No. 9481-PH,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),002,National Book Development Board,1000,100000100001,General Management and Supervision,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),002,National Book Development Board,1000,100000100002,Administration of Personnel Benefits,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100001,Capacity Building and Trade Promotion Incentives,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100002,"Administration of Awards, Grants, and Incentives",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),002,National Book Development Board,3101,310100100003,"Policy Development, Research, Information System Management, and Information Campaign",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),003,National Council for Children's Television,1000,100000100001,General Management and Supervision,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),003,National Council for Children's Television,3101,310100100001,Child-Friendly Television Development Services,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,1000,100000100001,General Management and Supervision,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,1000,100000100002,Administration of Personnel Benefits,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,2000,200000100001,Project Monitoring and Evaluation Services,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100100001,Management and Development of the National Collections and Related Knowledge Resources (Including Participation to International Meetings and Conferences),Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100100002,"Restoration, Preservation, Protection and Development of Cultural Property",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200015,"Restoration of Malacanang sa Sugbo, Cebu City and Converrsion to National Museum Cebu",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200016,Development of the National Museum Complex in Manila - Phase 1 (to implement Republic Act No. 11333),Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200017,"Nightly repair of the Church of Our Lady of Caysasay and associated structures, a declared national cultural treasure in Taal, Batangas",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200018,Continuation of Construction of National Museum Building in Davao City,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200019,Development of the National Museum Complex in Rizal Park - Manila Phase II,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200020,Development of Information Management Systems,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200021,"Restoration and Continued Repair of Our Lady of Caysasay Church and Associated Structures (National Cultural Treasure) in Taal, Batangas",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200022,"Restoration of the Old Municipal Hall and the Municipal Plaza (Important Cultural Properties) in Balilihan, Bohol",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200023,"Development of National Museum Complex, Manila, Phase 3",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200024,"Continued Restoration and Site Development of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas, Phase 3",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200025,"Rehabilitation of Former United States Air Force (USAF) Hospital in Clark Freeport, Pampanga and Conversion to National Museum of the Philippines Central Luzon, Phase 1",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200026,"Construction of National Museum of the Philippines-Baler in Baler, Aurora",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200027,Exhibitions and Fit-Out of Various National Museum of the Philippines - Central and Regional Sites,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200028,"Rehabilitation of National Museum of the Philippines-Kabayan Burial Cave Site Museum and Satellite Office in Kabayan, Benguet",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200029,"Improvement of Rocha House in Sitio Ubos in Tagbilaran City, Bohol (Declared Important Cultural Property)",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200030,"Development of National Museum Complex, Manila, Phase IV",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200031,"Construction of National Museum of the Philippines-Baler in Baler, Aurora (Phase II)",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200032,"Continued Restoration and Site Development of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas, Phase IV",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200033,"Repair and Preventive Conservation Maintenance of Casa Rocha (Important Cultural Property) in Tagbilaran City, Bohol",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200034,Restoration and Development of NMP Museums and Declared/Associated Heritage Sites in the Visayas,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200035,"Rehabilitation of Former United States Air Force (USAF) Hospital in Clark Freeport, Pampanga, and Conversion to National Museum of the Philippines Central Luzon, Phase II",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200036,"Completion of Restoration of Our Lady of Caysasay Church and Associated Structures in Taal, Batangas City",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200037,"Rehabilitation of National Museum of the Philippines Kabayan Burial Caves Site Museum and Satellite Office in Kabayan, Benguet, Phase II",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200038,Completion of the Development of the National Museum Complex in Manila,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200039,"Continuation of the Development of NMP-General Aniceto Lacson Ancestral House in Talisay City, Negros Occidental",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200040,Rehabilitation of the Sewerage System of the National Museum of Fine Arts (Old Legislative Building),Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200041,"Development of NMP-Kalibo, Aklan (Phase 1)",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200042,"Development of NMP-Koronadal and Lake Sebu, South Cotabato (Phase 1)",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200043,"Repair and Restoration of Boljoon Church Complex, Boljoon, Cebu and Development of NMP-Boljoon, Cebu (Phase 1)",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200044,"Development of NMP-Paoay, Paoay, Ilocos Norte",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200045,"Development of NMP General Ancieto Lacson Ancestral House, Talisay City, Negros Occidental (Phase 2)",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200046,"Development of NMP Kalibo, Aklan (Phase 2)",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200047,"Development of NMP Koronadal and Lake Sebu, South Cotabato (Phase 2)",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),004,National Museum of the Philippines,3101,310100200048,Exhibitions and Fit-out of Various National Museum of the Philippines - Central and Regional Sites - Northern Luzon National Museums,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),005,Philippine High School for the Arts,1000,100000100001,General Management and Supervision,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),005,Philippine High School for the Arts,1000,100000100002,Administration of Personnel Benefits,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),005,Philippine High School for the Arts,3101,310100100001,"Operation of Philippine High School for the Arts Including Outreach, Screening, Student Exchange Program with Other Countries and Production Activities",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,1000,100000100001,General Management and Supervision,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,1000,100000100002,Administration of Personnel Benefits,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100001,"Development of Policies, Standards and Guidelines",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100002,Capacity-Building and Institutional Development of Intermediaries and Other Partners,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100003,Accreditation of ECCD Service Providers,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),006,Early Childhood Care and Development Council,3101,310100100004,Establishment of National Child Development Centers,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),007,National Academy of Sports,1000,100000100001,General Management and Supervision,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),007,National Academy of Sports,1000,100000100002,Administration of Personnel Benefits,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),007,National Academy of Sports,3101,310100100001,"Promotion, Development, and Implementation of Quality and Enhanced Sports-Integrated Secondary Education Program",Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),008,Teacher Education Council,1000,100000100001,General Management and Supervision,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),008,Teacher Education Council,3101,310100100001,Quality Teacher Education Services,Adjusted Total Allotments 2021,,,,,2021 DepEd - Adjusted Total All
07,Department of Education (DepEd),001,Office of the Secretary,1000,100000100001,General Administration and Support,Obligations 2021,9624877903.49,7120264260.52,262296731.53,17007438895.54,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,1000,100000100002,Administration of Personnel Benefits,Obligations 2021,924106992.86,0.0,0.0,924106992.86,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100001,Physical Fitness and School Sports,Obligations 2021,8371676.64,21743835.62,0.0,30115512.26,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100002,Development and Management of Bilateral and Multilateral Education Projects,Obligations 2021,19662432.66,6531875.68,0.0,26194308.34,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100003,Management and Administration of Learning Resources,Obligations 2021,42407402.75,7143582.37,0.0,49550985.12,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100004,Planning and Management Information Systems,Obligations 2021,114207971.75,14594537.04,0.0,128802508.79,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100005,Education Information and Communication Services,Obligations 2021,16402306.97,1433109.94,0.0,17835416.91,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100006,Learner Support Programs,Obligations 2021,2080743080.83,128031052.01,0.0,2208774132.84,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100007,Building Partnerships and Linkages Program,Obligations 2021,7800687.12,104256949.59,0.0,112057636.71,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100008,Legal Services and Development of Education-Related Laws and Rules,Obligations 2021,17524316.05,16272619.59,0.0,33796935.64,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100009,Child Protection Program,Obligations 2021,0.0,2678739.42,0.0,2678739.42,2021 DepEd - Obligations
07,Department of Education (DepEd),001,Office of the Secretary,2000,200000100010,Disaster Preparedness and Response Program,Obligations 2021,7149828.65,169095303.89,0.0,176245132.54,2021 DepEd - Obligations
